pagos,products,total
"[{""__ref__"":""pagos/xiSHdje7hw3MPnYV6A1X""},{""__ref__"":""pagos/UYPh9VYpQXpiBh5LVMAO""},{""__ref__"":""pagos/ttTspdQMN804EEKr0Ong""}]","[{""__ref__"":""productosSeleccionados/g04oXSRZofjwGbGlrhgL""},{""__ref__"":""productosSeleccionados/s4nkdpreLpA0E3ppLRDw""},{""__ref__"":""productosSeleccionados/ByWKercn8hXYL2FhYFbH""}]",9587
"[{""__ref__"":""pagos/1mm4KjIRoLK5PPJSaBuR""},{""__ref__"":""pagos/0bqORBg2fJe85YAOmVTe""}]","[{""__ref__"":""productosSeleccionados/g0p01Ng02r96GwyCsDuQ""}]",6420
"[{""__ref__"":""pagos/ycbKIJ5aCoFS6VHE4FXs""}]","[{""__ref__"":""productosSeleccionados/g0SGzcZrhvRogTrfRIK8""},{""__ref__"":""productosSeleccionados/n1MkAqvtzM49k138R2O1""}]",6162.13
"[{""__ref__"":""pagos/ESyOnNNDCwZVBqZPqB2O""}]","[{""__ref__"":""productosSeleccionados/G0SKxvqgeIpoSyjPRzhu""},{""__ref__"":""productosSeleccionados/CmTvJzSDw3YGVq8k3U0I""}]",3620
"[{""__ref__"":""pagos/YsHDi4ESUcWcEw9dDx06""}]","[{""__ref__"":""productosSeleccionados/G0v5eoSIVC9SGLBd7za0""}]",110
"[{""__ref__"":""pagos/aBd9pK7LsiUwdUTCz7fG""}]","[{""__ref__"":""productosSeleccionados/g1MCQ9Xz1UTfkmqfKwuh""}]",2443
"[{""__ref__"":""pagos/DuSVqOkUmtxCgH56M9ma""}]","[{""__ref__"":""productosSeleccionados/G1wX5ngoeKWxVEzewC5x""}]",2840
"[{""__ref__"":""pagos/jPfC7o037j2DO0mn5dUs""},{""__ref__"":""pagos/tadQYCfq2e9fieQQeq8M""}]","[{""__ref__"":""productosSeleccionados/g2jJSDh9S5T3VTAi6dnd""},{""__ref__"":""productosSeleccionados/8TkQE3jX53hfMKRzkUup""}]",10750
"[{""__ref__"":""pagos/CUL0cT4IJ4JAcUvLsPOL""}]","[{""__ref__"":""productosSeleccionados/g37dGXS4lvrhTyHenOgj""}]",3240
"[{""__ref__"":""pagos/hS5zOaS3SBnjFWABynw6""}]","[{""__ref__"":""productosSeleccionados/g3GamYJWZK3a3va29DFN""}]",385
"[{""__ref__"":""pagos/XD3HBmIhYj9fLZ7zWmdA""}]","[{""__ref__"":""productosSeleccionados/G3kzgvy0tEwCJqCZZnqz""},{""__ref__"":""productosSeleccionados/FhIoDwzTksn7A7z5wroC""},{""__ref__"":""productosSeleccionados/oDU5ThQR9CDhR9ZDJj2l""}]",1990.25
"[{""__ref__"":""pagos/ov6qKZPbTMPSdQo7sjvv""}]","[{""__ref__"":""productosSeleccionados/G4F8LQRdbAnkhJ5teRfZ""}]",3665
"[{""__ref__"":""pagos/zFC1JnnX00agZcVpMipw""}]","[{""__ref__"":""productosSeleccionados/g4nXleY5bZhVgxGvQ3Kz""}]",2750
"[{""__ref__"":""pagos/5qfD0sk5wxHw2IOgY8Jj""}]","[{""__ref__"":""productosSeleccionados/g4o4VOFLqQEvFPCBkqcq""}]",12650
"[{""__ref__"":""pagos/21CJ8OkbTjGrcnBqJ9Z1""}]","[{""__ref__"":""productosSeleccionados/g4qJq5X6m8gEBjBvmWWg""}]",385
"[{""__ref__"":""pagos/Gk9R4baUGYLkWvqyt8pL""}]","[{""__ref__"":""productosSeleccionados/G4TgcSzndGI5fVNOftyo""}]",25200
"[{""__ref__"":""pagos/3DYsUgExYzfAsHC9DBVJ""}]","[{""__ref__"":""productosSeleccionados/g4Wka7t4uhdAEEGHYgkQ""},{""__ref__"":""productosSeleccionados/i1IwCO8jMlvLUtpYinLL""},{""__ref__"":""productosSeleccionados/f2aQ3cxuYR4X0UXomWML""}]",580
"[{""__ref__"":""pagos/pD479LxXVFSY8u7gg9Wl""}]","[{""__ref__"":""productosSeleccionados/g4xKXNvSioBt8r9XCGAh""}]",400
"[{""__ref__"":""pagos/R5LlJOunkOLOLJbyNSxB""}]","[{""__ref__"":""productosSeleccionados/G505IE5nf9QPOWAK1LKE""},{""__ref__"":""productosSeleccionados/BJxBtQF11pOBfS6ufB8r""},{""__ref__"":""productosSeleccionados/AjXGoLF9FcwaHpOD0ZQr""}]",3194.4
"[{""__ref__"":""pagos/hinxJcFRq725MgfhIDi1""},{""__ref__"":""pagos/CXtk4lNC9iCSj4uATIbq""}]","[{""__ref__"":""productosSeleccionados/g56cyAgVaONB5tp5mcRi""}]",3681
"[{""__ref__"":""pagos/xOEQJ4ah3HCGYdD8df5j""},{""__ref__"":""pagos/lgPq8boLfBgLG1OcVJF8""}]","[{""__ref__"":""productosSeleccionados/G56qrK399fOywYuIYsQe""}]",8030
"[{""__ref__"":""pagos/A0XAKjcGRm2sa9yPQho4""}]","[{""__ref__"":""productosSeleccionados/g5BOO61COFVypygxXAYF""}]",4165.56
"[{""__ref__"":""pagos/e2XaY3FLkQQl0LYpNdeg""}]","[{""__ref__"":""productosSeleccionados/G5EVC0XoZcLa4xthylhO""},{""__ref__"":""productosSeleccionados/d1D5wdOrBafW3wASllPH""}]",3515
"[{""__ref__"":""pagos/V9MvUbC9jQJnc09wNe8h""},{""__ref__"":""pagos/BV5wMbweLIKf2CyBhEel""}]","[{""__ref__"":""productosSeleccionados/g5f2AUh5OrxQyIbtHWfM""}]",4860
"[{""__ref__"":""pagos/gDJu3mTYOVEIi2VJfJ1i""}]","[{""__ref__"":""productosSeleccionados/G5L0vmOKGRhdlGeGreEN""},{""__ref__"":""productosSeleccionados/wOebzP6DyQDuP0PMRcXd""}]",3600
"[{""__ref__"":""pagos/KQwZKeSO5wQhKlQkDgLU""}]","[{""__ref__"":""productosSeleccionados/G5oJ5dENPxdL9ar0BcKV""},{""__ref__"":""productosSeleccionados/LcD1Avc00E5xBW8Vl2oP""},{""__ref__"":""productosSeleccionados/TMoMJLIovq3ERltpt1jX""}]",8408
"[{""__ref__"":""pagos/tZ6h5RlKCCySjpIRefGJ""},{""__ref__"":""pagos/BASfFz4A03CwFnmiKZNB""}]","[{""__ref__"":""productosSeleccionados/G66m9dBYrYD0iiiUiJBD""},{""__ref__"":""productosSeleccionados/OcvBMeADOIHLVwLOggtZ""},{""__ref__"":""productosSeleccionados/PaJ6UQwThkIqy766cSMp""}]",12642
"[{""__ref__"":""pagos/edhMGc8DBDdQ1VFzvoWg""}]","[{""__ref__"":""productosSeleccionados/G6c1yvhsernVZhhObI64""}]",5919.48
"[{""__ref__"":""pagos/qRrooLNgL2uQh5rbnCfc""}]","[{""__ref__"":""productosSeleccionados/G6d0nkxjKT6PUo3XXnG9""},{""__ref__"":""productosSeleccionados/7oOX0czgJQJQYPvQ9Btt""}]",4310.35
"[{""__ref__"":""pagos/0uWQ6gqeBEeEaRLr1I9b""}]","[{""__ref__"":""productosSeleccionados/g6EUILyCrnHA6w4RzK91""},{""__ref__"":""productosSeleccionados/e37sIo5L9sky3m9VsD9p""},{""__ref__"":""productosSeleccionados/TLanr6ZejHRmYMEjiQEe""}]",1150
"[{""__ref__"":""pagos/HyZLANEaupM501wZ5zCY""}]","[{""__ref__"":""productosSeleccionados/g6FmSONDkh7NuIYPfzx0""},{""__ref__"":""productosSeleccionados/ThieAeQFDPr0JovZbRcF""}]",3568.08
"[{""__ref__"":""pagos/WTiYjeYXiAlknEdrurKE""}]","[{""__ref__"":""productosSeleccionados/g6PrP81V5sG7BA8eH9Ob""}]",3420
"[{""__ref__"":""pagos/RtaTJdxcNwq3Tl4jxx9F""},{""__ref__"":""pagos/o1OO4LA6tpSra96g14Fc""}]","[{""__ref__"":""productosSeleccionados/G6YjgxzzRLc6nqo5uNdc""}]",6344
"[{""__ref__"":""pagos/G4elU8ISHeO4mQZFsWdD""}]","[{""__ref__"":""productosSeleccionados/g6ZYio59fubAon2krUwN""},{""__ref__"":""productosSeleccionados/vigz7wFUx2KMAOfOplQ9""}]",1060
"[{""__ref__"":""pagos/ym706ns7fIcmuUDmfW1k""}]","[{""__ref__"":""productosSeleccionados/g70bi7lAmwaSIJ7IP0J7""}]",2679
"[{""__ref__"":""pagos/cQnlxFcY3RIrmGOFqaXN""},{""__ref__"":""pagos/q4rRx4Q5x5BP5Ln7WsT8""}]","[{""__ref__"":""productosSeleccionados/g75wrNtF6PWatpJ8W723""}]",5262.8
"[{""__ref__"":""pagos/hg3HYQSKJ0MICdtw2cF2""}]","[{""__ref__"":""productosSeleccionados/g81YbkSQcrapFRGsowLa""},{""__ref__"":""productosSeleccionados/jaKcEss9emDbexpWklfe""}]",1042.15
"[{""__ref__"":""pagos/EqP8INzk2yNY88UOHpEm""},{""__ref__"":""pagos/6QOdbtY0azdc3UylU2BM""}]","[{""__ref__"":""productosSeleccionados/g87KbhnfHHh8mf3vEdj8""}]",7500.18
"[{""__ref__"":""pagos/b6ZFzOvoFunD08u1FmJU""}]","[{""__ref__"":""productosSeleccionados/g891U5Zr5r3xbcyi107e""}]",490
"[{""__ref__"":""pagos/EKogpv4bxUcpCeWZlrnd""}]","[{""__ref__"":""productosSeleccionados/g8m95nZaG9Ea0Kr0Lt3O""}]",80
"[{""__ref__"":""pagos/Raedvygg2mcEUfJvgzHh""},{""__ref__"":""pagos/ROMDCqbKr8xioNkAH4FR""}]","[{""__ref__"":""productosSeleccionados/g8yp0LCeRNPWyM3ggFS5""},{""__ref__"":""productosSeleccionados/mDcNYTdkfpNSz2bzTvjl""},{""__ref__"":""productosSeleccionados/tMOc8zYuNRbJdOscJ6EB""}]",17220
"[{""__ref__"":""pagos/xvY5MaAf653yL4MUZxxd""},{""__ref__"":""pagos/AyUXQQELXojEDhm8gkbt""}]","[{""__ref__"":""productosSeleccionados/g9mmGu2coOLtwbWYDz8r""}]",4313
"[{""__ref__"":""pagos/jV4ZxJMcSiKWaPnv1isA""}]","[{""__ref__"":""productosSeleccionados/g9QKYoZ18XXIfW3WasUy""}]",2877
"[{""__ref__"":""pagos/qqtPhcXNeWbak4LPZPGd""}]","[{""__ref__"":""productosSeleccionados/g9UmcdkUilAo4KNptAHj""}]",5637.6
"[{""__ref__"":""pagos/oZUdm50nbx6yEyqPZ0Fr""}]","[{""__ref__"":""productosSeleccionados/G9WCheD5fu4PI2wf2BCh""},{""__ref__"":""productosSeleccionados/xUI97p8WS8u6Z2zettyX""}]",1634
"[{""__ref__"":""pagos/ZwnIZggamUbBoBjPXtet""}]","[{""__ref__"":""productosSeleccionados/ga6R1uT98emVOFEhBmbs""}]",5565
"[{""__ref__"":""pagos/vGJQ8WH6lSbu15Yo0h7m""}]","[{""__ref__"":""productosSeleccionados/Ga8LR8KTpHZzUfq92TJx""},{""__ref__"":""productosSeleccionados/pIqgLxfQlmpfpUagEXLy""}]",5830
"[{""__ref__"":""pagos/GUVo7l0iATEmxFFolW8Q""}]","[{""__ref__"":""productosSeleccionados/gAcwzGv7YCo2tU3KLxJb""},{""__ref__"":""productosSeleccionados/hvrmyY3qqKoDJ7mzQrw7""},{""__ref__"":""productosSeleccionados/2wYfCsAkUIpo7D48tgoQ""},{""__ref__"":""productosSeleccionados/zBHV3H3G0bXcZAOHmPz5""},{""__ref__"":""productosSeleccionados/0J21Chk3KWwUYzsXXYK5""}]",1488
"[{""__ref__"":""pagos/8NnrosnWj95j0Rvypqwm""}]","[{""__ref__"":""productosSeleccionados/GaDMvhjOEdju0dbjbME1""}]",850
"[{""__ref__"":""pagos/obNfAFJYGk3BJGZLzuA5""}]","[{""__ref__"":""productosSeleccionados/GaKrWirmGhwPPKWrRcVb""},{""__ref__"":""productosSeleccionados/YkNj6dnpwt0Rph1xuVMv""}]",290
"[{""__ref__"":""pagos/CSLkcNsNYUHxpC8K2KMi""}]","[{""__ref__"":""productosSeleccionados/Gaml0JkIrsU1Nvxu76S0""}]",200
"[{""__ref__"":""pagos/YuGLOCSF0FsmDD5tkw0R""}]","[{""__ref__"":""productosSeleccionados/gaNCRfR6SMh6IKhG738Z""},{""__ref__"":""productosSeleccionados/vNeOzc1iXlGkfdi0Oxib""}]",6270
"[{""__ref__"":""pagos/sgKe21v3mdrTbRfUHzkS""}]","[{""__ref__"":""productosSeleccionados/GaOhWV0jQBRYhd8J916R""}]",300
"[{""__ref__"":""pagos/I8gnUcb5V4NyAKyPpNku""}]","[{""__ref__"":""productosSeleccionados/Gaq5JmzoFvrANDA7kOtM""},{""__ref__"":""productosSeleccionados/3OupbdEZnuYRT7JXofU9""},{""__ref__"":""productosSeleccionados/GRbViMvBTEVsaz3Y0CLZ""}]",38365.0344
"[{""__ref__"":""pagos/VC0BjoJbqWtT0vrWSjDW""}]","[{""__ref__"":""productosSeleccionados/gaS2xG0r4NRtSAlbQ2iw""}]",35145
"[{""__ref__"":""pagos/Bued4IbW4DBRLBTlbc9Q""}]","[{""__ref__"":""productosSeleccionados/GAtDeP0GNSPDplzBZ14Y""}]",4755
"[{""__ref__"":""pagos/FBiVWSCpdMsz6AxRTB3G""}]","[{""__ref__"":""productosSeleccionados/gATg7RnyLH9ArRp6C0ga""}]",9900
"[{""__ref__"":""pagos/3SHJgkdtoKUYCSYKnf2e""}]","[{""__ref__"":""productosSeleccionados/gAUBrNkXLPOodc7Fu1oe""}]",300890.7
"[{""__ref__"":""pagos/rrtHhKHnHdyTs5jF5Z0A""}]","[{""__ref__"":""productosSeleccionados/GavRoKgLEiYWcfyopuYL""},{""__ref__"":""productosSeleccionados/Ro6haGEAbJ5ipJVuJJXq""},{""__ref__"":""productosSeleccionados/sFCBuDXKib6oKK94IaEP""}]",5595.5
"[{""__ref__"":""pagos/TNY7jJbaMSveMvkD3wIW""},{""__ref__"":""pagos/kvLFcwm9oOtSYComP6uJ""}]","[{""__ref__"":""productosSeleccionados/Gb0CzIi5A8EicjvIEVVP""}]",16585.591
"[{""__ref__"":""pagos/NLgqb7WCuRzBwTglxTs9""}]","[{""__ref__"":""productosSeleccionados/gb5wgpBSMru5gUTce861""},{""__ref__"":""productosSeleccionados/l2mhRKeU3ySkzctEA1M0""}]",840
"[{""__ref__"":""pagos/oYr1pz8ezrhqajZ8cCGD""}]","[{""__ref__"":""productosSeleccionados/gb8Mpl8h9344Kz3oECn5""}]",4351
"[{""__ref__"":""pagos/xgyLAfNfxwqwldHHYYHr""}]","[{""__ref__"":""productosSeleccionados/gBDPg31TNgob2ivYNEta""}]",6678
"[{""__ref__"":""pagos/loEys5bgZ646DnRCHVL6""}]","[{""__ref__"":""productosSeleccionados/GbEhful4WQUrKfxR1ifH""},{""__ref__"":""productosSeleccionados/1H5HKiCzuwpul4PXItZO""}]",6878
"[{""__ref__"":""pagos/lBMgDbaEHNwA4zVMzq8j""}]","[{""__ref__"":""productosSeleccionados/Gbh2w4YV2bcJkm5gVJwT""}]",3560
"[{""__ref__"":""pagos/4YHPrxB4R17MqF5uzIqs""}]","[{""__ref__"":""productosSeleccionados/gBkrzs77vhxKCwKOR1ii""}]",1240
"[{""__ref__"":""pagos/GM6sAIHLv7MlwOWmgesU""}]","[{""__ref__"":""productosSeleccionados/GbMq8jyNpHlvwyvm8leC""}]",147
"[{""__ref__"":""pagos/w6LXt5qbGtXIbHG8uadU""},{""__ref__"":""pagos/fbs587THwA8KjczGZSFG""}]","[{""__ref__"":""productosSeleccionados/GBMuePYge8F0vpD7zFfL""},{""__ref__"":""productosSeleccionados/fX1KitG7aoulbYQcyjnS""},{""__ref__"":""productosSeleccionados/1bOyt2skMx98gtZYjiMM""},{""__ref__"":""productosSeleccionados/dlal3BEAcgsKKtADB1G8""},{""__ref__"":""productosSeleccionados/QKAgicGLx0GXIzpANbqq""}]",50035.65
"[{""__ref__"":""pagos/0eUPsKTDmto7CktcunyN""},{""__ref__"":""pagos/moE2iYZg3bRcVDSAoqgP""}]","[{""__ref__"":""productosSeleccionados/GbnQkLhzukrLgQJHmTmM""}]",5775
"[{""__ref__"":""pagos/H5Sg30K5dUV8C5UU65X5""},{""__ref__"":""pagos/Pr24DwfGu8co8HW5nwuz""}]","[{""__ref__"":""productosSeleccionados/gBqPu6zJTkEP6ER8JGrh""}]",5445
"[{""__ref__"":""pagos/F4kF11DHlF9ZWlNplTTb""}]","[{""__ref__"":""productosSeleccionados/GbsMzSKfcf5dO5F47vMk""}]",760
"[{""__ref__"":""pagos/2yOXLb5SHs9yDGGQPWPd""},{""__ref__"":""pagos/K4k8qFX02ngQJrCb9NBe""}]","[{""__ref__"":""productosSeleccionados/gbUz1s1uIGtLZdtLo7EY""}]",6000
"[{""__ref__"":""pagos/FZhmdkOzFuRgbCU7QtMD""},{""__ref__"":""pagos/FS3tTBVA001TylmMVZxs""}]","[{""__ref__"":""productosSeleccionados/GbVh2aUz41Ud7B7Lmkvv""},{""__ref__"":""productosSeleccionados/68P6qBBmLqcVdX9ipCvx""}]",14700
"[{""__ref__"":""pagos/8kpCtWxj6LICN0RncCN7""}]","[{""__ref__"":""productosSeleccionados/gbWkyRJc5LwD3eIctCSv""},{""__ref__"":""productosSeleccionados/ETtyMfIoQQD8SonHoWma""}]",1048
"[{""__ref__"":""pagos/nW5roPfcdjNEt08zrdyt""}]","[{""__ref__"":""productosSeleccionados/gbXridVyCkfttGLb6mli""}]",1150
"[{""__ref__"":""pagos/EES9PLf9BMMNvRte3Fx6""}]","[{""__ref__"":""productosSeleccionados/GC7QzxGS8tiyPOjvm8DW""},{""__ref__"":""productosSeleccionados/RaiUSwQJemYnINj8McR9""}]",45050
"[{""__ref__"":""pagos/hsglRLXBzdoR1zb4okFs""},{""__ref__"":""pagos/HWSj9qBxuCo9AZXUTMlX""}]","[{""__ref__"":""productosSeleccionados/GcApJyaAWZNOLNwV0WLx""}]",6292.8
"[{""__ref__"":""pagos/zHwaOPNAJwC19MrifVsn""},{""__ref__"":""pagos/PNPqQYWHD2v9Zyc4qwS9""}]","[{""__ref__"":""productosSeleccionados/gCEA5XOq72vdWDX2vVC3""}]",13283
"[{""__ref__"":""pagos/hcSPdlV1kxBKk41gByM6""},{""__ref__"":""pagos/s3pyDcYispiQKHGIF3EO""}]","[{""__ref__"":""productosSeleccionados/GcG2rjyjuBz2AruisTpf""},{""__ref__"":""productosSeleccionados/cWh1eWGCPY8CzETz3yo7""}]",15300
"[{""__ref__"":""pagos/loa1wl7AMWnW2dqJQc1g""}]","[{""__ref__"":""productosSeleccionados/gChht5CbVvQKC0VlYq56""}]",98
"[{""__ref__"":""pagos/84Dwfo18VhcT1cpUp6c1""}]","[{""__ref__"":""productosSeleccionados/GCJaqk4kiLyYCuYO5lBK""}]",7905
"[{""__ref__"":""pagos/enWA6emYcdd5iZr98gj8""}]","[{""__ref__"":""productosSeleccionados/GcL1KjTi41y8Zr0D8FAG""},{""__ref__"":""productosSeleccionados/4LpYBymLlqZjJGjRrkc4""},{""__ref__"":""productosSeleccionados/VnNREB0r2SoRm2u23K0C""}]",14464
"[{""__ref__"":""pagos/8zCJVIlyfhWGvf11VDcF""}]","[{""__ref__"":""productosSeleccionados/gClzk7kEk9uvBNShkwEK""},{""__ref__"":""productosSeleccionados/p0sbLX8E729a7ykHTCf6""},{""__ref__"":""productosSeleccionados/QhKItAH8SiQxR8AqpJda""}]",6310
"[{""__ref__"":""pagos/g98yISoJpCDaKx4NAsYI""}]","[{""__ref__"":""productosSeleccionados/gCsOmTolb0URwToCUqCZ""}]",12650
"[{""__ref__"":""pagos/XUXs9AcN3CX3UH26IT8r""},{""__ref__"":""pagos/ksVoZVm6uwwuEg0aUTTA""}]","[{""__ref__"":""productosSeleccionados/gCswfokXbRGNkg61CXg6""}]",4755
"[{""__ref__"":""pagos/3I9HCUBg0BeljDs6TqgI""}]","[{""__ref__"":""productosSeleccionados/gCwfUHtEuDDfXWqCxLE8""}]",880
"[{""__ref__"":""pagos/hpNdq3UqrmccayjzbbKP""}]","[{""__ref__"":""productosSeleccionados/gCyGMlCZt6jgsX0uJmbq""},{""__ref__"":""productosSeleccionados/E41dmtqXlKozryv4zu7n""},{""__ref__"":""productosSeleccionados/GkrN5nHhttgG78sUGj8Y""}]",4213
"[{""__ref__"":""pagos/ZuSPz6OfwLHSFXS5F4tq""}]","[{""__ref__"":""productosSeleccionados/GDaQSpvah1htMuLCLPd2""},{""__ref__"":""productosSeleccionados/559Uc11dAwDF8cCK6amo""},{""__ref__"":""productosSeleccionados/1Sxmp43muGzhEAaBFBZw""}]",2820
"[{""__ref__"":""pagos/HUWpXWoWQa50TywIVLgY""}]","[{""__ref__"":""productosSeleccionados/GdCdBjqacEfleSWi2uZh""}]",4060
"[{""__ref__"":""pagos/ZuAzHuJAcWFASx5pqtj7""}]","[{""__ref__"":""productosSeleccionados/gDKJubfY7aLXPAL57ubv""}]",900
"[{""__ref__"":""pagos/wzpu53wgUqn3e1jSYhwq""}]","[{""__ref__"":""productosSeleccionados/gdReX1MBvWKQqvafvNhD""}]",2574
"[{""__ref__"":""pagos/d0M1OrrCny9VbFwutjDY""}]","[{""__ref__"":""productosSeleccionados/GDwqvQN36W2rSqQqTiW1""},{""__ref__"":""productosSeleccionados/Y172lOch2bHJSyBVk2fO""},{""__ref__"":""productosSeleccionados/rg2gclliC8sNuu4u0t7D""},{""__ref__"":""productosSeleccionados/w4LG1QgxAFapeOQ8GjOT""},{""__ref__"":""productosSeleccionados/JpBypfK3lLlKuq3S6nu6""},{""__ref__"":""productosSeleccionados/FGVNjhmKw4cTXLa0YJTA""},{""__ref__"":""productosSeleccionados/nISNxhbblUaapQoAOHmJ""}]",31004.97
"[{""__ref__"":""pagos/LU0EhHi3F1NhdWlRQeBF""},{""__ref__"":""pagos/pL29GHl5UVAiLmz07yDl""}]","[{""__ref__"":""productosSeleccionados/gDWSqZyAWEvJfLq0DVmj""},{""__ref__"":""productosSeleccionados/FlcvGyXOd5NhDQ26LRCj""}]",20513
"[{""__ref__"":""pagos/UxqdYLm8O9HDrcSrSzwx""},{""__ref__"":""pagos/HkeM3Zra9D9RgkUWhPn1""}]","[{""__ref__"":""productosSeleccionados/gdYDoPpDVUHnR6QhUSta""},{""__ref__"":""productosSeleccionados/dITNVQ1ZkZ0jFXx8nSQR""}]",4039
"[{""__ref__"":""pagos/BhJ5S5MIAgHhNeXofv7k""}]","[{""__ref__"":""productosSeleccionados/ge6gCgOoOtW8mp4O6oq3""}]",3000
"[{""__ref__"":""pagos/FgJuV0Ja1ByuzmI9gphI""}]","[{""__ref__"":""productosSeleccionados/gEaiOWebDh3lsBCmQi5j""}]",2100
"[{""__ref__"":""pagos/rvekQMDBZfxwt0siWJWp""}]","[{""__ref__"":""productosSeleccionados/gEc4Pzp3mkWUJmEWYowF""}]",98
"[{""__ref__"":""pagos/4GP218xApzM5PkpaYQBY""},{""__ref__"":""pagos/nyrzZosruUq03cvpjSIY""}]","[{""__ref__"":""productosSeleccionados/GEExI1RinLoDGabb6KE4""}]",3564.4
"[{""__ref__"":""pagos/SYrceRQKrAFYEwS5qni7""}]","[{""__ref__"":""productosSeleccionados/gehJkWmoabGoAKc3noxD""},{""__ref__"":""productosSeleccionados/Uc40gMvt24HMgg0Z2iDI""}]",90931.5
"[{""__ref__"":""pagos/UJkPakRRgGA70cvf1sKd""}]","[{""__ref__"":""productosSeleccionados/GeIUBYXUYIxdJ9TUAh3q""},{""__ref__"":""productosSeleccionados/B6VU9dVqCLSzbkMXiKHj""}]",13318.83
"[{""__ref__"":""pagos/oD1Lk5z7bf5ztS33Pak8""}]","[{""__ref__"":""productosSeleccionados/GeJC6ymMLrEsSjCcANR0""}]",5405.4
"[{""__ref__"":""pagos/A4Q5VZWvRiamWnLX4GGa""}]","[{""__ref__"":""productosSeleccionados/Gekqbd9SUW0kUKqov6ih""},{""__ref__"":""productosSeleccionados/8LhR2zThermLPZwXd28x""}]",5994.5
"[{""__ref__"":""pagos/VtWlyX2NYq5SgYcUo7Fg""}]","[{""__ref__"":""productosSeleccionados/GeMpYmrmJr0ChfMJFZoD""}]",7330
"[{""__ref__"":""pagos/DIIMjB1C8LnbIiRWfkuC""}]","[{""__ref__"":""productosSeleccionados/geMY2zLuC3XZkNhlLpNc""},{""__ref__"":""productosSeleccionados/fFz4C3HWVVPpledrDGNY""}]",6986
"[{""__ref__"":""pagos/h4s6mk7zdoeGZw5MeEmE""}]","[{""__ref__"":""productosSeleccionados/geoJeDY2HdKt08DS6toz""}]",5562
"[{""__ref__"":""pagos/HBSiJxH6Jt6PqeHGLf7E""},{""__ref__"":""pagos/HVk4Y15dE1hLhot7GgBJ""}]","[{""__ref__"":""productosSeleccionados/gEr0h9tNkxF85sMdvaJI""}]",10455.225
"[{""__ref__"":""pagos/MYbEbFqhoEHrGhipDbdN""},{""__ref__"":""pagos/eVgqJ70VrGzlNEMUYyS1""}]","[{""__ref__"":""productosSeleccionados/gEVDtKHJUdI9fyvSq0Vx""},{""__ref__"":""productosSeleccionados/4iOa6nRNWh3vu0dO4vc3""},{""__ref__"":""productosSeleccionados/LlMDbHx3kiwsQweENWZj""}]",469964
"[{""__ref__"":""pagos/MxhbhTQJngI2PxRA2mcn""}]","[{""__ref__"":""productosSeleccionados/GEyrbYGw9l0cE8L1nXZH""}]",850
"[{""__ref__"":""pagos/tm2oCfboCoXeSYba6xp8""}]","[{""__ref__"":""productosSeleccionados/GEz9XbocIlwG7BtWUulW""},{""__ref__"":""productosSeleccionados/f6j4zKo5gJdMlG4e2uDU""},{""__ref__"":""productosSeleccionados/Pv2jpvW5IxMDy6bVT904""}]",8229
"[{""__ref__"":""pagos/Qkgvqxk6StG5qowksBeN""}]","[{""__ref__"":""productosSeleccionados/GF2XAR5WcQQVadggULAE""}]",1180
"[{""__ref__"":""pagos/j3lkbBWEQZIkjuAO70aY""},{""__ref__"":""pagos/YWhgbQTf3uKv6YH76DPE""}]","[{""__ref__"":""productosSeleccionados/gf3O4tcnp1ndgW0A19iD""},{""__ref__"":""productosSeleccionados/GUzf6X8Ho8OYwF9NvbMW""}]",6965.4
"[{""__ref__"":""pagos/Cgoeb5sh5BPrQlFieQse""}]","[{""__ref__"":""productosSeleccionados/GfdNvECGlehv8thLIilC""},{""__ref__"":""productosSeleccionados/Rv5zvagylSHjAojdUA1G""}]",8213.283
"[{""__ref__"":""pagos/4wNxZqmJ6FypCL7N1wRH""}]","[{""__ref__"":""productosSeleccionados/GfJ4KY2RoF9FzYGpcffg""}]",350
"[{""__ref__"":""pagos/LFP633FWchtDMMdZ8kC9""},{""__ref__"":""pagos/RVt10zfvB31sxO62QKLV""}]","[{""__ref__"":""productosSeleccionados/GFKHFRotqr3XjDDGHndd""}]",21022.4553
"[{""__ref__"":""pagos/FbLP9D9XFcJrCtEf4AlT""},{""__ref__"":""pagos/p2jz5M6MtqHrVcK9piyY""}]","[{""__ref__"":""productosSeleccionados/GFMUz4KHHdC8dr4MFKai""}]",25376
"[{""__ref__"":""pagos/FD0Eo3nmSWxR7TF834wW""}]","[{""__ref__"":""productosSeleccionados/gG4QBxqZgct8RTdWAQC8""},{""__ref__"":""productosSeleccionados/8CGTTXMeBeKfN2lzWUEJ""},{""__ref__"":""productosSeleccionados/mBmnXeZMDn58jiQ8pngo""}]",18637.2
"[{""__ref__"":""pagos/NBjUQIIE2StPhhFc0HSr""}]","[{""__ref__"":""productosSeleccionados/gg5rb8IkFEnDiOu2iyws""},{""__ref__"":""productosSeleccionados/YAj9lQUolJDM60egcfSj""},{""__ref__"":""productosSeleccionados/shV1RFt7XwQyJ57JZrHK""}]",6688
"[{""__ref__"":""pagos/I38nj0Nc0paSV5gd4o58""},{""__ref__"":""pagos/K9vjgayf3UK5klL2l0bB""},{""__ref__"":""pagos/i6ejEY2d9fWgRimXTOK7""}]","[{""__ref__"":""productosSeleccionados/GG8VoUJjBUI24M4scQEc""},{""__ref__"":""productosSeleccionados/DoYNxqxLVtwYEk4y4dbB""}]",19220
